"Application",""
"Application Key",""
"Application Master Secret",""
"Application Name","Όνομα Εφαρμογής"
"Application Secret",""
"Application doesn\'t exist.",""
"Apply","Εφαρμογή"
"Applying Coupon Code",""
"Applying Gift Card %@",""
"Are you sure you want to cancel a message?",""
"Are you sure you want to cancel selected records?",""
"Are you sure you want to delete a message?",""
"Are you sure you want to delete selected records?",""
"Are you sure you want to delete this theme? This change will affect all applications.",""
"Are you sure you want to do this?","Είστε βέβαιοι πως θέλετε να το κάνετε αυτό;"
"Are you sure you want to remove this item?",""
"Are you sure you whant to cancel a message?",""
"Are you sure you whant to delete a message?",""
"Are you sure you what to cancel selected records?",""
"Are you sure you what to delete selected records?",""
"As Low As","Οι τιμές ξεκινούν από:"
"As Low Excl. Tax",""
"As Low Incl. Tax",""
"As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.",""
"As low as","Οι τιμές ξεκινούν από "
"As low as excl. tax",""
"As low as incl. tax",""
"At last one application has to be created.",""
"At least one option should be selected",""
"Authentication complete.",""
"Authentication to %@ did failed...",""
"Average Order Amount","Μέσο Ποσό Παραγγελίας"
"Average Orders","Μέσο Ποσό Παραγγελιών"
"Average Rating",""
"Back","Πίσω"
"Back to App Edit",""
"Background Color",""
"Balance",""
"Balance Change",""
"Balance History",""
"Banner on Home Screen",""
"Banner on Home Screen (landscape mode)",""
"Banner on Home Screen (landscape mode) image missing.",""
"Banner on Home Screen (portrait mode)",""
"Banner on Home Screen (portrait mode) image missing.",""
"Banner on Home Screen <br />(landscape mode)",""
"Banner on Home Screen <br />(portrait mode)",""
"Banner on Home Screen image missing.",""
"Banners on Home Screen",""
"Best Sellers",""
"Billing","Χρέωση"
"Billing Address","Διεύθυνση Χρέωσης"
"Billing address",""
"Billing address has been set.",""
"Bundle Products",""
"Buy %1$s for %2$s","Αγορά %1$s για %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Αγορά %1$s για %2$s (%3$s συμπ. φόρου) έκαστο"
"Buy %1$s for %2$s each","Αγορά %1$s για %2$s έκαστο"
"Buy %1$s with %2$s discount each","Αγορά %1$s μαζί με %2$s έκπτωση έκαστο"
"Buy More & Save",""
"Buyer country is not allowed by store.",""
"CMS Page","Σελίδα CMS "
"CMS Pages haven\'t been found.",""
"Cache Lifetime (seconds)",""
"Cache Management",""
"Can\'t add item to shopping cart.",""
"Can\'t apply the coupon code.",""
"Can\'t copy file ""%s"" to ""%s"".",""
"Can\'t create wishlist.",""
"Can\'t delete ""%s"" theme.",""
"Can\'t load XML.",""
"Can\'t load admin application settings.",""
"Can\'t load application with id ""%s""",""
"Can\'t load cart info.",""
"Can\'t load cart.",""
"Can\'t load customer form.",""
"Can\'t load default themes.",""
"Can\'t load selected theme. Please check your media folder permissions.",""
"Can\'t load template with id ""%s""",""
"Can\'t open submission form.",""
"Can\'t read file ""%s"".",""
"Can\'t remove the item.",""
"Can\'t reset theme.",""
"Can\'t save address.",""
"Can\'t save the customer.",""
"Can\'t save theme.",""
"Can\'t show configuration.",""
"Can\'t specify product.",""
"Can\'t submit application.",""
"Can\'t update cart.",""
"Can\'t write to file ""%s"".",""
"Cancel","Ακύρωση"
"Canceled","Έχει Ακυρωθεί"
"Canceling PayPal ...",""
"Cancelled","Ακυρώθηκε"
"Cannot apply gift card.",""
"Cannot configure product.","Αδύνατη η διαμόρφωση προϊόντος. "
"Cannot load theme ""%s"".",""
"Cannot redeem Gift Card.",""
"Cannot remove gift card.",""
"Cannot save theme ""%s"". Incorrect data received",""
"Cannot update the item.","Αδύνατη η ανανέωση του είδους."
"Card Verification Number","Αριθμός Επαλήθευσης Κάρτας"
"Card verification number is wrong",""
"Carrier","Μεταφορέας"
"Cart","Καλάθι"
"Cart Updated",""
"Cart has been updated.",""
"Cart has some errors.",""
"Cart is empty.","Το καλάθι είναι άδειο."
"Catalog Only App?",""
"Category","Κατηγορία"
"Category Button Color",""
"Category Item Background Color",""
"Cc:",""
"Chairs",""
"Change Orientation",""
"Change Password","Αλλαγή Κωδικού"
"Changes have been saved to theme.",""
"Check",""
"Check Gift Card",""
"Check Gift Card Promo Redeemed",""
"Checking Gift Card %@",""
"Checkout","Ολοκλήρωση Αγορών"
"Checkout Page Registration",""
"Checkout as Guest","Ολοκλήρωση Αγορών ως Επισκέπτης"
"Checkout as Guest or Register",""
"Checkout has been initialized.",""
"Checkout initialization...",""
"Checkout initialized!",""
"Choose Store View",""
"Choose amount",""
"Choose file",""
"City","Πόλη"
"Clear",""
"Close","Κλείσιμο"
"Color Themes",""
"Colors",""
"Commiting updates...",""
"Company","Εταιρεία"
"Completed",""
"Configuration data have been saved",""
"Configure Cart Item","Διαμόρφωση Είδους στο καλάθι"
"Confirm New Password","Επιβεβαίωση Νέου Κωδικού"
"Confirm Password","Επαλήθευση Κωδικού"
"Connecting",""
"Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate.",""
"Contact Email",""
"Contact Information","Στοιχεία Επικοινωνίας"
"ContactsAreEmpty",""
"Container is not defined.",""
"Content","Περιεχόμενο"
"Continue","Συνέχεια"
"Copyright","Copyright"
"Copyright Page Logo",""
"Copyright Page Logo (iPhone 4 retina)",""
"Copyright Page Logo <br />(iPhone 4 retina)",""
"Copyright: Magento (c) 2010",""
"Countries",""
"Countries Payment Applicable From","Οι Χώρες Πληρωμής Ισχύουν Από"
"Country","Χώρα"
"Country options don\'t recognized for ""%s"".",""
"Coupon code %s is not valid.",""
"Coupon code %s was applied.",""
"Coupon code is empty.",""
"Coupon code was canceled.","Ο κωδικός κουπονιού ακυρώθηκε. "
"Create Account",""
"Create an Account","Δημιουργία ενός Λογαριασμού"
"Creating a Template is allowed only for applications which have device type iPhone.",""
"Credit Card",""
"Credit Card %s",""
"Credit Card Number","Αριθμός Πιστωτικής Κάρτας"
"Credit Card Type","Τύπος Πιστωτικής Κάρτας"
"Credit card number does not match credit card type.","Ο αριθμός πιστωτικής κάρτας δεν ταιριάζει με τον τύπο πιστωτικής κάρτας."
"Cross Sells",""
"Current Balance: %s",""
"Currently, PayPal MEP is not available for the Android application",""
"Current Password","Τρέχων Κωδικός"
"Currently, the system does not support the viewing of the order detail.",""
"Custom App Icon",""
"Custom App Icon (iPhone 4 retina)",""
"Custom App Icon <br />(iPhone 4 retina)",""
"Custom Colors",""
"Custom amount",""
"Customer","Πελάτης"
"Customer Name","Όνομα Πελάτη"
"Customer authentication problem.",""
"Customer balance available in enterprise version of Magento only.",""
"Customer balance is disabled for current store",""
"Customer email not specified.",""
"Customer logout problem.",""
"Customer not logged in.",""
"Customers","Πελάτες"
"DD","DD"
"Date","Ημερομηνία"
"Date Created","Ημερομηνία Δημιουργίας"
"Date Submitted",""
"Date Updated","Ημερομηνία που Ενημερώθηκε"
"Date:",""
"Day","Ημέρα"
"Deeper Messaging and Engagement with Rich Push.",""
"Default Billing Address","Προκαθ. Δ/νση Χρέωσης"
"Default Shipping Address","Προκαθ. Δ/νση Αποστολής"
"Default Theme",""
"Default themes are missed.",""
"Delete","Διαγραφή"
"Delete Action",""
"Delete theme",""
"Deleted",""
"Description","Περιγραφή"
"Description that appears in Android Market. %s chars maximum. ",""
"Description that appears in the iTunes App Store. %s chars maximum. ",""
"Deselect All",""
"Design","Design"
"Device",""
"Device Information",""
"Device Type",""
"Device doesn\'t recognized",""
"Device doesn\'t recognized. Unable to load a template.",""
"Device doesn\'t recognized: ""%s"". Unable to load a helper.",""
"Device doesn\'t recognized: ""%s"". Unable to load preview model.",""
"Device type doesn\'t recognized.",""
"Discount code is empty",""
"Discount:",""
"Done","Ολοκληρώθηκε"
"Downloadable Products Updated",""
"Downloads limit:",""
"E-mail",""
"Edit","Επεξεργασία"
"Edit Action",""
"Edit Address","Επεξεργασία "
"Edit AirMail Message",""
"Edit AirMail Message Queue #%s",""
"Edit App ""%s""",""
"Edit Filter",""
"Edit Image",""
"Edit Mail List",""
"Edit Template ""%s""",""
"Edit filter",""
"Edit note",""
"Either remote URL or application code was not set. Please make sure you filled all the values and try again.",""
"Element with id %s already exists",""
"Email","Email"
"Email Address","Διεύθυνση Email"
"Email address you provided is not valid. Please provide a valid one.",""
"Email is not correct",""
"Email is not specified",""
"Enable Admin Application",""
"Enable AirMail Message Push notification",""
"Enable Facebook",""
"Enable Flurry Analytics",""
"Enable Flurry Analytics for the merchant.",""
"Enable LinkedIn",""
"Enable Standard Checkout",""
"Enable Twitter",""
"Enter Name",""
"Enter discount code first.",""
"Enter discount code if any",""
"Enter e-mail",""
"Enter giftcard promo code here",""
"Enter text",""
"Enter the gift card code",""
"Error",""
"Error.",""
"Error Loading Configuration Format",""
"Error during shortening url",""
"Error message text is missed.",""
"Error while processing file ""%s"".",""
"Error while reading data from Payment Bridge. Please, try again.",""
"Error while reading remote data",""
"Error while uploading file ""%s"".",""
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.",""
"Excl. Tax","Μη Συμπ. Φόρος"
"Expiration Date - Month",""
"Expiration Date - Year",""
"Expires: %s",""
"Extend the life of your app with Urban Airship Push Notifications.",""
"Extensions","Επεκτάσεις"
"FILTERS APPLIED",""
"Facebook",""
"Facebook API",""
"Facebook Application ID",""
"Facebook post failed...",""
"Fax","Φαξ"
"File can\'t be uploaded.",""
"File doesn\'t exist ""%s"".",""
"Filter","Φίλτρο"
"Filters",""
"First Name","Όνομα"
"Fixed amounts",""
"Flurry API Code",""
"Flurry Analytics",""
"Flurry Analytics Site",""
"Fonts",""
"Forgot Password","Ξεχασμένος Κωδικός"
"Forgot Password?",""
"Forgot your password?","Ξεχάσατε τον κωδικό σας;"
"Form",""
"Free",""
"From","Από"
"From Excl. Tax",""
"From Incl. Tax",""
"From excl. tax",""
"From incl. tax",""
"Full Description",""
"Funk Leaf",""
"Gallery","Gallery"
"General","Γενικά"
"Generate Offline Catalog",""
"Get Content from CMS Page",""
"Gift Card ""%s"" was added.",""
"Gift Card ""%s"" was redeemed.",""
"Gift Card ""%s"" was removed.",""
"Gift Card (%s)",""
"Gift Card amount applied to order: %s",""
"Gift Card code is empty.",""
"Gift Card: %s",""
"Gift card account available in enterprise version of Magento only.",""
"Giftcard promo code",""
"Grand Total","Τελικό Σύνολο"
"Grand Total (Excl. Tax)","Γενικό Σύνολο (Μη Συμπ. Φόρος)"
"Grand Total (Incl. Tax)","Γενικό Σύνολο (Συμπ. Φόρος)"
"Guest","Επισκέπτης"
"Header Background Color","Χρώμα Φόντου Κεφαλίδας"
"Header Font Color",""
"High Resolution Application Icon",""
"Home","Αρχική Σελίδα"
"Hot Red",""
"How do you rate this product?","Πως βαθμολογείτε αυτό το προϊόν;"
"How to incorporate Urban Airship within your application:",""
"I Agree",""
"I agree to the Terms and Conditions",""
"ID","ID"
"Icon that will appear on the user\'s device after they download your app.",""
"Icon that will appear on the user\'s device after they download your app. Recommended size: 48px x 48px.",""
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).",""
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px.",""
"Icon that will appear on the user\'s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).",""
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).",""
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px.",""
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.",""
"Icons",""
"If leave this field empty, the message will be sent immediately",""
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.",""
"Image %s is required.",""
"Image action has been saved.",""
"Image does not exist. Please reload this page.",""
"Image file was not found.","Δεν βρέθηκε το αρχείο εικόνας."
"Image has been deleted.",""
"Image id is required.",""
"Image limits don\'t recognized for ""%s"" image type",""
"Image that appears on first screen while your app is loading.",""
"Image that appears on first screen while your app is loading. Required size: 1024px x 768px.",""
"Image that appears on first screen while your app is loading. Required size: 320px x 455px.",""
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.",""
"Image that appears on first screen while your app is loading. Required size: 640px x 920px.",""
"Image that appears on first screen while your app is loading. Required size: 768px x 1024px.",""
"Image type doesn\'t recognized: ""%s"".",""
"Image type is required.",""
"Images","Εικόνες"
"Images order has been updated.",""
"In Queue",""
"In Stock","Αμεσα Διαθέσιμο"
"In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>.",""
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce",""
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce",""
"Inactive Tabs",""
"Incl. Tax","Συμπεριλαμβανόμενος Φόρος"
"Incl. tax",""
"Initialization PayPal ...",""
"Initialization of the PayPal checkout failed!",""
"Invalid XML.",""
"Invalid current password.",""
"Invalid customer data.",""
"Invalid data.","Μη έγκυρα δεδομένα."
"Invalid email address.","Μη έγκυρη διεύθυνση email."
"Invalid item or wishlist.",""
"Invalid login or password.","Μη έγκυρη σύνδεση ή κωδικός."
"Invalid shipping method.","Άκυρη Μέθοδος Αποστολής."
"Issue Number","Αριθμός Έκδοσης (κάρτας)"
"It\'s not allowed to delete submitted application.",""
"Item","Είδος"
"Item Options",""
"Item has been added to cart.",""
"Item has been deleted from cart.",""
"Item has been removed from wishlist.",""
"Items","Είδη"
"Items were updated. But can\'t update wishlist.",""
"Keep your image size below %s KB for optimal performance.",""
"Key","Κλειδί"
"Keywords","Λέξεις Κλειδιά"
"Label","Ετικέτα"
"Landscape app Background",""
"Landscape banners on Home Screen",""
"Large iTunes Icon",""
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple).",""
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Required size: 512px x 512px.",""
"Last 5 Orders","Τελευταίες 5 Παραγγελίες"
"Last 5 Search Terms","Τελευταίοι 5 Όροι Αναζήτησης"
"Last Name","Επίθετο"
"Last update: %@",""
"Lifetime Sales","Πωλήσεις από αρχή λειτουργίας"
"LindedIn",""
"Link:",""
"LinkedIn",""
"LinkedIn API",""
"LinkedIn API Key",""
"LinkedIn Authorization",""
"LinkedIn Autorization",""
"LinkedIn Secret Key",""
"Linkedin post failed...",""
"List of downloadable products is empty",""
"Load more items",""
"Loader Splash Screen",""
"Loader Splash Screen (iPhone 4 retina)",""
"Loader Splash Screen (landscape mode)",""
"Loader Splash Screen (portrait mode)",""
"Loader Splash Screen <br />(iPhone 4 retina)",""
"Loader Splash Screen <br />(landscape mode)",""
"Loader Splash Screen <br />(portrait mode)",""
"Loading %@...",""
"Loading Account Form...",""
"Loading Address Book...",""
"Loading Address Form...",""
"Loading CMS page ...",""
"Loading Cart...",""
"Loading Gallery...",""
"Loading Login Form...",""
"Loading My Downloadable Products...","Φόρτωση των Αποθηκευμένων Προϊόντων Μου..."
"Loading Order Details",""
"Loading Orders List...",""
"Loading Preview...",""
"Loading Product Options...",""
"Loading Products...",""
"Loading Registration Form...",""
"Loading Restore Password Form...",""
"Loading Store Credit...",""
"Loading WishList...",""
"Loading Write Review Form...",""
"Loading category ...",""
"Loading more items...",""
"Loading product ...",""
"Loading shipping methods ...",""
"Loading...","Φόρτωση..."
"Locations",""
"Log In","Σύνδεση"
"Log Out","Αποσύνδεση"
"Log in to Admin Panel","Σύνδεση στο Σύστημα Διαχείρισης"
"Log into Account",""
"Log into your account",""
"Log out Account",""
"LogInMessageTitle",""
"Login and password are required.","Σύνδεση και κωδικός είναι υποχρεωτικά."
"Logo in Header",""
"Logo in Header image missing.",""
"Logout complete.",""
"M.I.",""
"MEP is PayPal\'s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>",""
"MM","ΜΜ"
"Mailbox title",""
"Main Tabs",""
"Make Inactive",""
"Make this app available in the following territories",""
"Manage Apps",""
"Manage Mobile App",""
"Maximum length is 140",""
"Maximum length is 255",""
"Maximum size: %s KB.",""
"Maximum: %.2f",""
"Merchant Label",""
"Merge",""
"Message","Μήνυμα"
"Message Queue",""
"Message Settings",""
"Message Templates",""
"Message Title",""
"Message Type",""
"Message can be edited when status of the message is ""In Queue"" only.",""
"Message content",""
"Message text is missed.",""
"Message title",""
"Message too long, please use 140 symbols",""
"Message type doesn\'t recognized",""
"Minimize",""
"Minimum %@, maximum %@",""
"Minimum: %.2f",""
"Mobile",""
"Mobile Express Checkout has been canceled.",""
"Mobile Express Checkout processed successfully.",""
"Month","Μήνα"
"More",""
"More Info",""
"More Tabs",""
"Most Viewed Products","Προϊόντα με τις Περισσότερες Εμφανίσεις"
"My Account","Ο Λογαριασμός μου"
"My Downloadable Products","Τα Αποθηκευμένα Προϊόντα Μου"
"My Orders","Οι Παραγγελιες μου"
"My Wishlist","Τα Επιθυμητά μου"
"Name","Όνομα"
"Name on Card","Όνομα στη κάρτα"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize. %s chars max.",""
"New AirMail Message",""
"New AirMail Message Queue",""
"New App",""
"New Customers","Νέοι Πελάτες"
"New Password","Νέος Κωδικός"
"New Template","Νέο Πρότυπο(Template)"
"New to Our Store?",""
"Nickname","Ψευδώνυμο"
"No","Όχι"
"No Payment Information Required",""
"No Ratings",""
"No internet connection. Retry later ...",""
"No items were specifed to update.",""
"No items were updated.",""
"No product selected.",""
"No products found. Please retry with other term",""
"No shipping method required.",""
"No such file ""%s"".",""
"Not Submitted",""
"Note: Image size affects the performance of your app.",""
"Notice",""
"Number of Orders","Αριθμός Παραγγελιών"
"Number of Uses","Αριθμός χρήσεων"
"OK","Εντάξει"
"OR, Pay with Standard Checkout",""
"Offline Catalog",""
"Offline cart stored on server",""
"Offline catalog export complete.",""
"Offline catalog export failed.",""
"One or more keywords that describe your app. Keywords are matched to users\' searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.",""
"Onepage checkout is disabled.",""
"Only custom theme can be deleted",""
"Only default theme can be reset",""
"Only free apps are allowed in this version.",""
"Only registered users can write reviews. Please, log in or register.",""
"Open","Ανοιχτή"
"Options","Επιλογές"
"Options menu items",""
"Order","Παραγγελία"
"Order #","Παραγγελία #"
"Order #%s - %s","Παραγγελία #%s - %s"
"Order Date: %s","Ημ/νια Παραγγελίας: %s"
"Order Details Updated",""
"Order ID","Αριθμός ID Παραγγελίας"
"Order ID:",""
"Order Info",""
"Order List Updated",""
"Order Number",""
"Order Review","Ανασκόπηση Παραγγελίας"
"Order canceled",""
"Order failed",""
"Order id is not specified.",""
"Order is not available.",""
"Ordered","Σε Παραγγελία"
"Ordered Items",""
"Orders","Παραγγελίες"
"Other amount",""
"Out of Stock","Εκτός Αποθέματος"
"Output format is not specified. Please, specify ""format"" key in constructor, or set it using setFormat().",""
"Overall Activity",""
"POST data is not valid.",""
"Pages","Σελίδες"
"Password","Κωδικός"
"Password fields cannot be empty.",""
"Password is not specified",""
"Password:","Κωδικός:"
"PayPal",""
"PayPal Checkout",""
"PayPal MECL is the mobile version of PayPal\'s Express Checkout service. You can choose to use MECL alongside standard checkout, or use it as your only checkout method for Magento Mobile.",""
"PayPal MEP",""
"PayPal Mobile Embedded Payment (MEP)",""
"PayPal Mobile Express Checkout",""
"PayPal Mobile Express Checkout Library (MECL)",""
"PayPal Mobile Express Checkout Token does not exist.",""
"Payer Email: %s",""
"Payment Applicable From","Η Πληρωμή Ισχύει Από"
"Payment Bridge module unavailable.",""
"Payment Information","Πληροφορίες Πληρωμής"
"Payment Method","Μέθοδος Πληρωμής"
"Payment Method has been set.",""
"Payment Methods","Μέθοδοι Πληρωμής"
"Payment method",""
"Payment method was successfully set.",""
"Paypal MEP doesn\'t support checkout with any discount.",""
"Place Order","Κάντε Παραγγελία"
"Placing order ...",""
"Please <a href=""%s"" target=""_blank"">click here</a> to see how to setup and retrieve API credentials.",""
"Please Select Application",""
"Please Select Device Type",""
"Please agree to all the terms and conditions before placing the order.","Παρακαλούμε, συμφωνήστε με όλους τους όρους και τις συνθήκες προτού κάνετε την παραγγελία σας."
"Please create and save an application first.",""
"Please enter ""App Title"".",""
"Please enter a valid URL. Protocol is required (http://, https:// or ftp://)","Παρακαλούμε εισάγετε μια έγκυρη διεύθυνση URL. Το πρωτόκολλο (http://, https:// or ftp://) είναι υποχρεωτικό."
"Please enter a valid date.","Παρακαλούμε εισάγετε μια έγκυρη ημερομηνία."
"Please enter a valid email address. For example johndoe@domain.com.","Παρακαλούμε εισάγετε μια έγκυρη διεύθυνση email. Για παράδειγμα johndoe@domain.com."
"Please enter at least one email recipient",""
"Please enter issue number or start date for switch/solo card type.","Παρακαλούμε εισάγετε τον εκδοθέντα αριθμό ή την ημερομηνία έκδοσης για εναλλαγή/μεμονωμένου τύπου κάρτας."
"Please enter the Activation Key.",""
"Please enter the Copyright.",""
"Please enter the Description.",""
"Please enter the Price.",""
"Please enter the Resubmission Key.",""
"Please enter the Title.",""
"Please make sure your passwords match.","Παρακαλούμε βεβαιωθείτε πως οι κωδικοί σας είναι ίδιοι."
"Please save application first.",""
"Please select an option.","Παρακαλούμε κάντε μια επιλογή."
"Please select at least one country.",""
"Please select payment method to cover a quote",""
"Please set email",""
"Please specify payment method",""
"Please specify shipping method",""
"Please upload  an image for ""App Background (landscape mode)"" field from Design Tab.",""
"Please upload  an image for ""App Background (portrait mode)"" field from Design Tab.",""
"Please upload  an image for ""App Background"" field from Design Tab.",""
"Please upload  an image for ""Banner on Home Screen (landscape mode)"" field from Design Tab.",""
"Please upload  an image for ""Banner on Home Screen (portrait mode)"" field from Design Tab.",""
"Please upload  an image for ""Banner on Home Screen"" field from Design Tab.",""
"Please upload  an image for ""Logo in Header"" field from Design Tab.",""
"Please use letters only (a-z or A-Z) in this field.","Παρακαλούμε χρησιμοποιήστε μόνο γράμματα (aA-zZ ή αΑ-ωΩ) σε αυτό το πεδίο."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","Παρακαλούμε χρησιμοποιήστε μόνο αριθμούς σε αυτό το πεδίο. Παρακαλούμε αποφύγετε κενά ή άλλους χαρακτήρες όπως τελείες ή κόμματα."
"Please use only letters (a-z or A-Z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Παρακαλούμε χρησιμοποιήστε μόνο γράμματα (aA-zZ,αΑ-ωΩ) ή αριθμούς (0-9) σε αυτό το πεδίο. Δεν επιτρέπονται κενά ή άλλοι χαρακτήρες."
"Please wait...","Παρακαλούμε περιμένετε..."
"Please, specify gift card amount!",""
"Portrait app Background",""
"Portrait banners on Home Screen",""
"Post data is empty.",""
"Post this product to your wall",""
"Posting to e-mails",""
"Preferred size: %spx x %spx.",""
"Prefix",""
"Preset Theme",""
"Preview","Προεπισκόπηση"
"Price","Τιμή"
"Price Font Color",""
"Price excluding tax",""
"Price including tax",""
"Primary Color",""
"Primary Font Color",""
"Problem changing or sending password.",""
"Proceed to Checkout","Συνέχεια στην Ολοκλήρωση Αγορών"
"Product","Προϊόν"
"Product Added to Cart",""
"Product Added to Wishlist",""
"Product Gallery Updated",""
"Product Name3 ",""
"Product Name3 1",""
"Product Name3 2",""
"Product Options Updated",""
"Product Removed From Wishlist",""
"Product Reviews Updated",""
"Product SKU","Κωδικός Προϊόντος (SKU)"
"Product Updated",""
"Product added",""
"Product is out of stock",""
"Product is unavailable.",""
