"'%value%' appears to be a DNS hostname but the given punycode notation cannot be decoded","Το '%value%' φαίνεται να είναι ένα DNS hostname αλλά η δεδομένη ένδειξη του μικροκώδικα δεν μπορεί να αποκωδικοποιηθεί"
"'%value%' appears to be a local network name but local network names are not allowed","Το '%value%' φαίνεται να είναι ένα τοπικό όνομα δικτύου αλλά τα τοπικά ονόματα δικτύου δεν επιτρέπονται"
"'%value%' appears to be an IP address, but IP addresses are not allowed","Το '%value%' φαίνεται να είναι μία διεύθυνση IP, αλλά διευθύνσεις IP δεν επιτρέπονται"
"'%value%' does not appear to be a valid URI hostname","Το '%value%' δεν φαίνεται να είναι ένα έγκυρο URI hostname"
"'%value%' does not appear to be a valid local network name","Το '%value%' δεν φαίνεται να είναι ένα έγκυρο τοπικό όνομα δικτύου"
"'%value%' does not match the expected structure for a DNS hostname","Το '%value%' δεν ταιριάζει με την αναμενόμενη δομή για το DNS hostname"
"A joint field with this alias (%s) is already declared","Ένα κοινό πεδίο με αυτό το ψευδώνυμο (%s) έχει ήδη δηλωθεί"
"Add Option","Προσθήκη Επιλογής"
"An error occurred while loading a record, aborting. Error: %s","Ένα σφάλμα προέκυψε ενώ φορτώνατε την εγγραφή, γίνεται ακύρωση. Σφάλμα: %s"
"An error occurred while loading the collection, aborting. Error: %s","Ένα σφάλμα προέκυψε ενώ φορτώνατε τη συλλογή, γίνεται ακύρωση. Σφάλμα: %s"
"An error occurred while saving a record, aborting. Error: ","Ένα σφάλμα προέκυψε ενώ αποθηκεύατε την εγγραφή, γίνεται ακύρωση. Σφάλμα:"
"Attempt to add an invalid object","Προσπάθεια να προστεθεί άκυρο αντικείμενο"
"Attribute '%s' used in configurable products","Το χαρακτηριστικό '%s' χρησιμοποιείται στα διαμορφώσιμα προϊόντα "
"Attribute Code","Κωδικός Χαρακτηριστικού"
"Attribute Label","Ετικέτα Χαρακτηριστικού"
"Attribute Properties","Ιδιότητες Χαρακτηριστικού"
"Attribute object is undefined","Το αντικείμενο του χαρακτηριστικού είναι ακαθόριστο"
"Attribute set with the ""%s"" name already exists.","Το σύνολο χαρακτηριστικών με το όνομα ""%s"" υπάρχει ήδη."
"Attribute with the same code","Χαρακτηριστικό με τον ίδιο κωδικό"
"Can\'t create table: %s","Μπορεί \ή όχι, να δημιουργηθεί πίνακας: %s"
"Catalog Input Type for Store Owner","Τύπος Εισαγωγής Καταλόγου για τον Ιδιοκτήτη Καταστήματος"
"Current module EAV entity is undefined","Η τρέχων ενότητα λειτουργίας Οντ-Χαρακτ-Αξία EAV είναι ακαθόριστη"
"Current module pathname is undefined","Το τρέχων όνομα διαδρομής της ενότητας λειτουργίας είναι ακαθόριστο"
"Data integrity: No header row found for attribute","Ακεραιότητα Δεδομένων: Δε βρέθηκε γραμμή κεφαλίδας για το χαρακτηριστικό"
"Date","Ημερομηνία"
"Decimal Number","Δεκαδικός Αριθμός"
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","Η προκαθορισμένη Κατηγοριοποίηση Προϊόντος ""Ταξινόμηση κατά"" δεν υπάρχει στην Διαθέσιμη Κατηγοριοποίηση Προϊόντος ""Ταξινόμηση κατά""."
"Default Value","Προκαθορισμένη Τιμή"
"Default option value is not defined","Η προεπιλεγμένη τιμή επιλογής δεν έχει οριστεί"
"Delete","Διαγραφή"
"Dropdown","Μπάρα Κύλισης "
"Email","Email"
"Entity collection expected.","Το τμήμα συλλογής αναμένεται. "
"Entity collections expected.","Το τμήμα συλλογών αναμένεται. "
"Entity instance is not defined","Το παράδειγμα οντότητας-τμήματος δεν είναι καθορισμένο"
"Entity is not initialized","Η οντότητα δεν έχει αρχικοποιηθεί"
"Entity object is undefined","Το αντικείμενο της οντότητας-τμήματος είναι ακαθόριστο"
"Failed to load node %s from config","Απέτυχε η φόρτωση του κόμβου %s από τη διαμόρφωση"
"For internal use. Must be unique with no spaces. Maximum length of attribute code must be less then %s symbols","Για εσωτερική χρήση. Πρέπει να είναι μοναδικό χωρίς διαστήματα. Το μέγιστο μήκος του κωδικού χαρακτηριστικού πρέπει να είναι μικρότερο από %s σύμβολα"
"Form Element with the same attribute","Μορφή Στοιχείου με το ίδιο χαρακτηριστικό"
"Form Fieldset with the same code","Μορφή Συνόλου Πεδίων με τον ίδιο κωδικό"
"Form Type with the same code","Μορφή Τύπων με τον ίδιο κωδικό"
"Form code is not defined","Η Μορφή κωδικού δεν είναι καθορισμένη"
"Frontend label is not defined","Η ετικέτα του Frontend δεν έχει οριστεί."
"Input Validation for Store Owner","Επικύρωση Εισόδου για τον Ιδιοκτήτη Καταστήματος"
"Integer Number","Ακέραιος Αριθμός"
"Invalid EAV attribute.","Άκυρο χαρακτηριστικό Οντ-Χαρακτ-Αξία EAV "
"Invalid alias, already exists in joint attributes","Άκυρο ψευδώνυμο, υπάρχει ήδη σε κοινά χαρακτηριστικά"
"Invalid attribute name: %s","Άκυρο όνομα χαρακτηριστικού: %s"
"Invalid attribute requested: %s","Αιτήθηκε μη έγκυρο χαρακτηριστικό: %s"
"Invalid attribute type","Άκυρος τύπος χαρακτηριστικού"
"Invalid character encountered in increment ID: %s","Βρέθηκε άκυρος χαρακτήρας στη προσαύξηση του ID: %s"
"Invalid date","Άκυρη ημερ/νία"
"Invalid default date","Άκυρη προκαθορισμένη ημερομηνία"
"Invalid default decimal value","Άκυρη προκαθορισμένη δεκαδική τιμή"
"Invalid entity specified","Καθορίστηκε άκυρη οντότητα"
"Invalid entity supplied.","Περάστηκε άκυρη οντότητα."
"Invalid entity supplied: %s","Περάστηκε άκυρη οντότητα: %s"
"Invalid entity type","Άκυρος τύπος οντότητας"
"Invalid entity_id, skipping the record.","Μη έγκυρο id_οντότητας, παρακάμπτεται η εγγραφή."
"Invalid entity_type specified: %s","Κατορίστηκε άκυρο entity_type: %s"
"Invalid foreign key","Μη έγκυρο ξένο κλειδί"
"Invalid form type.","Μη έγκυρη μορφή τύπου."
"Invalid joint fields","Μη έγκυρα κοινά πεδία"
"Invalid store specified","Καθορίστηκε μη έγκυρο κατάστημα"
"Invalid type given. String expected","Μη έγκυρος δεδόμενος τύπος. Αναμένεται ακολουθία"
"Joined field with this alias is already declared","Έχει ήδη δηλωθεί ένα ενοποιημένο πεδίο με αυτό το ψευδώνυμο"
"Joint field or attribute expression with this alias is already declared","Έχει ήδη δηλωθεί ένα ενοποιημένο πεδίο ή μία επέκταση χαρακτηριστικού με αυτό το ψευδώνυμο"
"Letters","Γράμματα"
"Letters (a-z, A-Z) or Numbers (0-9)","Γράμματα (aα-zω, A-ZΩ) ή αριθμοί (0-9)"
"Loaded %d records","Φορτώθηκαν %d εγγραφές"
"Maximum length of attribute code must be less then %s symbols","Το μεγαλύτερο μήκος του κωδικού χαρακτηριστικού πρέπει να είναι μικρότερο από %s χαρακτήρες"
"Multiple Select","Πολλαπλή Επιλογή"
"No","Όχι"
"No options found in config node %s","Δεν βρέθηκαν επιλογές στη διαμόρφωση κόμβου %s"
"None","Κανένα"
"Not shared with other products","Δεν μοιράζεται με άλλα προϊόντα"
"Problem loading the collection, aborting. Error: %s","Πρόβλημα στη φόρτωση της συλλογής, γίνεται ακύρωση. Σφάλμα: %s"
"Problem saving the collection, aborting. Error: %s","Πρόβλημα στην αποθήκευση της συλλογής, γίνεται ακύρωση. Σφάλμα: %s"
"Required","Υποχρεωτικό"
"Saved %d record(s).","Αποθηκευμένες %d αλλαγές."
"Source model ""%s"" not found for attribute ""%s""","Το Μοντέλο Προέλευσης ""%s"" δεν βρέθηκε για το χαρακτηριστικό ""%s"""
"System","Σύστημα"
"Text Area","Περιοχή Κειμένου"
"Text Field","Πεδίο Κειμένου"
"The value of attribute ""%s"" must be unique","Η τιμή του χαρακτηριστικού ""%s"" πρέπει να είναι μοναδική"
"The value of attribute ""%s"" must be unique.","Η τιμή του χαρακτηριστικού ""%s"" πρέπει να είναι μοναδική."
"This attribute is used in configurable products","Αυτό το χαρακτηριστικό χρησιμοποιείται στα διαμορφώσιμα προϊόντα"
"URL","URL"
"Unique Value","Μοναδική Τιμή"
"Unique Value (not shared with other products)","Μοναδική Τιμή (δεν μοιράζεται με άλλα προϊόντα)"
"Unknown parameter","Άγνωστη παράμετρος"
"Values Required","Τιμές Υποχρεωτικά"
"Wrong attribute group ID","Εσφαλμένο ID ομάδας χαρακτηριστικών"
"Wrong attribute set ID","Εσφαλμένο ID συνόλου χαρακτηριστικών"
"Wrong entity ID","Εσφαλμένο ID οντότητας"
"Wrong type definition for %s","Λάθος τύπος ορισμού για %s"
"Yes","Ναι"
"Yes/No","Ναι / Όχι"
