"If you are running the install wizard over a previously downloaded and installed Magento installation, proceed with this method.","Αν τρέξετε τον οδηγό εγκατάστασης, πάνω στη προηγούμενη εγκατάσταση του Magento, που έχει ληφθεί και εγκατασταθεί, προχωρήστε με αυτή τη μέθοδο."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files."
"If your server is running on MS Windows, most probably you will not need to change anything.","If your server is running on MS Windows, most probably you will not need to change anything."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","In other cases you will need to make Magento files writeable for the user that the web server process is running under."
"Installation","Εγκατάσταση"
"Installation Guide","Οδηγός Εγκατάστασης"
"Installer does not exist for %s database type","Δεν υπάρχει εγκαταστάτης γι'αυτόν τον τύπο %s βάσης δεδομένων"
"Last Name","Επίθετο"
"License Agreement","Συμφωνία Άδειας Χρήσης"
"Locale","Τοποθεσία"
"Locale settings","Ρυθμίσεις Τοποθεσίας"
"Localization","Τοποθεσία"
"Login Information","Στοιχεία Σύνδεσης"
"Magento","Magento"
"Magento Connect Manager Deployment","Ανάπτυξη Magento Connect Manager"
"Magento Installation Wizard","Wizard Εγκατάστασης του Magento"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Το Magento χρησιμοποιεί αυτό το κλειδί για να κρυπτογραφεί κωδικούς, πιστωτικές κάρτες κ.λ.π. Αν αφήσετε αυτό το πεδίο κενό το σύστημα θα δημιουργήσει ένα κλειδί κρυπτογράφησης για εσάς το οποίο θα εμφανιστεί στην επόμενη σελίδα."
"Manual Downloads and Upgrades","Χειροκίνητα Downloads και Upgrades"
"No resource for %s DB model.","Κανένας πόρος για το μοντέλο %s DB."
"One of PHP Extensions ""%s"" must be loaded.","Μία από τις PHP Επεκτάσεις ""%s"", πρέπει να φορτωθεί."
"PHP Extension '%s' loaded","Η PHP Επέκταση '%s' φορτώθηκε"
"PHP Extensions ""%s"" must be loaded.","Οι PHP Επεκτάσεις ""%s"" πρέπει να φορτωθούν."
"PHP extension ""%s"" must be loaded.","Η PHP επέκταση ""%s"" πρέπει να φορτωθεί."
"Package Management through the Web","Διαχείριση Πακέτων μέσω του Web"
"Password","Κωδικός"
"Password Confirmation","Επιβεβαίωση Κωδικού"
"Path ""%s"" must be writable.","Η διαδρομή ""%s"" πρέπει να είναι εγγράψιμη."
"Personal Information","Προσωπικά Στοιχεία"
"Please correct the user data and try again.","Παρακαλούμε, διορθώστε τα δεδομένα χρήστη και προσπαθήστε ξανά."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","Παρακαλούμε βεβαιωθείτε ότι το <code>mod_rewrite</code> είναι ενεργοποιημένο στις ρυθμίσεις του Apache."
"Please note that it is much less stable than beta.","Παρακαλούμε σημειώστε ότι είναι πολύ λιγότερα σταθερό από μια έκδοση beta."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","Παρακαλούμε, σημειώστε ότι μόνο τα X shells των UNIX, Linux και Mac OS, υποστηρίζονται προσωρινά. Για τα Windows, χρησιμοποιήστε την '%s' επιλογή."
"Please set all required settings before clicking Continue","Παρακαλούμε εισάγετε όλες τις υποχρεωτικές παραμέτρους πριν πατήσετε Συνέχεια"
"Preferred stability: %s","Προτιμητέα σταθερότητα: %s"
"Proceed With Automatic Download (%s)","Συνεχίστε με Αυτόματο Download (%s)"
"Provide a complete base URL for SSL connection. For example: %s","Εισάγετε ένα πλήρες base URL για SSL σύνδεση. Για παράδειγμα: %s"
"Report All Bugs","Αναφέρετε Όλα τα Bugs"
"Required Fields","Υποχρεωτικά πεδία"
"Response from server isn\'t valid.","Η απάντηση από τον εξυπηρετητή δεν ήταν έγκυρη."
"Run admin interface with SSL","Τρέξτε τη διασύνδεση του διαχειριστή με SSL"
"Run this in your shell from Magento root folder:","Τρέξτε αυτό στο shell σας από το root φάκελο του Magento:"
"Save Session Data In","Αποθήκευση Διάρκειας Δεδομένων Σε"
"Save Session Files In","Αποθήκευση Διάρκειας Αρχείων Σε"
"Secure Base URL","Ασφαλές Base URL"
"Session Storage Options","Διάρκεια Επιλογών Αποθήκευσης"
"Setting preferred state to: %s","Ανάθεση της προτιμητέας κατάστασης σε: %s"
"Skip Base URL Validation Before the Next Step","Προσπεράστε την Επικύρωση του Βασικού URL, Πριν το Επόμενο Βήμα"
"Skip Secure URL validation before next step","Προσπεράστε την επικύρωση του Secure URL πριν το επόμενο βήμα"
"Tables Prefix","Πρόθεμα Πίνακων"
"The URL ""%s"" is invalid.","Το URL ""%s"" είναι άκυρο."
"The URL ""%s"" is not accessible.","Το URL ""%s"" , δεν είναι προσβάσιμο."
"The database server version doesn\'t match system requirements (required: %s, actual: %s).","Η έκδοση της βάσης δεδομένων του εξυπηρετητή, δεν ταιριάζει με τις απαιτήσεις του συστήματος (απαιτούνται: %s, πραγματική: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","Το πρόθεμα πινάκων πρέπει να περιέχει μόνο γράμματα (aα-zω), νούμερα (0-9) ή τη κάτω παύλα (_), ο πρώτος χαρακτήρας πρέπει να είναι γράμμα."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","Υπήρξε κάποιο πρόβλημα, εγκαθιστώντας τα πακέτα του Magento. Παρακαλούμε, διαβάστε το αρχείο καταγραφής, διορθώστε τα σφάλματα και προσπαθήστε πάλι. "
"Time Zone","Ζώνη Ώρας"
"Use Secure URLs (SSL)","Χρήση Secure URLs (SSL)"
"Use Web Server (Apache) Rewrites","Χρήση Web Server (Apache) Rewrites"
"User Name","Όνομα Χρήστη"
"User Password","Κωδικός Χρήστη"
"Username","Όνομα Χρήστη"
"Validation","Επιβεβαίωση - Έλεγχος"
"Web access options","Επιλογές για Web access"
"Welcome","Καλώς Ήρθατε"
"Welcome to Magento's Installation Wizard","Καλώς ήρθατε στο Wizard Εγκατάστασης του Magento"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Μπορείτε να καθορίσετε θύρα εξυπηρετητή, π.χ.: localhost:3307<br />Αν δεν χρησιμοποιείτε προκαθορισμένη υποδοχή UNIX, μπορείτε να την καθορίσετε εδώ, αντί του host, π.χ.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Μπορείτε να ενεργοποιήσετε την επιλογή για να χρησιμοποιήσετε τη λειτουργία web server rewrites για βελτιωμένο search engines optimization."
"You're All Set","Είστε Έτοιμοι"
"You're All Set!","Είστε Έτοιμοι!"
