"An error occurred while assigning order status. Status has not been assigned.","Προέκυψε σφάλμα κατά την ανάθεση της κατάστασης παραγγελίας. Η κατάσταση δεν έχει ανατεθεί."
"An error occurred while creating shipping label.","Προέκυψε σφάλμα κατά την δημιουργία ετικέτας αποστολής."
"An error occurred while saving order status. The status has not been added.","Προέκυψε σφάλμα κατά την αποθήκευση της κατάστασης παραγγελίας. Η κατάσταση δεν έχει προστεθεί."
"An error occurred while unassigning order status.","Προέκυψε σφάλμα κατά την ανεκχώρηση της κατάστασης παραγγελίας. "
"An error occurred while updating the order address. The address has not been changed.","Προέκυψε σφάλμα κατά την ενημέρωση της διεύθυνσης παραγγελίας. Η διεύθυνση δεν έχει αλλαχτεί."
"An item option with code %s already exists.","Η επιλογή είδους με κωδικό %s υπάρχει ήδη."
"Anchor Custom Title","Αγκίστρωση Προσαρμοσμένου Τίτλου"
"Append Comments","Προσάρτηση Σχολίων"
"Apply","Εφαρμογή"
"Apply Coupon Code","Εφαρμογή Κωδικού Κουπονιού"
"Approved the payment online.","Έχει εγκριθεί η online πληρωμή."
"Are you sure you want to accept this payment?","Είστε βέβαιοι ότι θέλετε να αποδεχθείτε αυτή τη πληρωμή;"
"Are you sure you want to cancel this order?","Είστε βέβαιοι ότι θέλετε να ακυρώσετε αυτή τη παραγγελία;"
"Are you sure you want to delete all items from shopping cart?","Είστε βέβαιοι ότι θέλετε να αφαιρέσετε όλα τα είδη από το καλάθι αγορών;"
"Are you sure you want to deny this payment?","Είστε βέβαιοι ότι θέλετε να απορρίψετε αυτή τη πληρωμή;"
"Are you sure you want to do this?","Είστε βέβαιοι ότι θέλετε να το κάνετε αυτό;"
"Are you sure you want to send Creditmemo email to customer?","Είστε βέβαιοι ότι θέλετε να στείλετε email Πιστωτικού Υπομνήματος στον πελάτη;"
"Are you sure you want to send Invoice email to customer?","Είστε βέβαιοι πως θέλετε να στείλετε email Τιμολόγησης στον πελάτη;"
"Are you sure you want to send Shipment email to customer?","Είστε βέβαιοι πως θέλετε να στείλετε email Αποστολής Παραγγελίας στον πελάτη;"
"Are you sure you want to send order email to customer?","Είστε βέβαιοι πως θέλετε να στείλετε email της παραγγελίας στον πελάτη;"
"Are you sure you want to void the payment?","Είστε βέβαιοι πως θέλετε να ακυρώσετε την πληρωμή;"
"Are you sure?","Είστε σίγουροι;"
"Are you sure? This order will be canceled and a new one will be created instead","Είστε σίγουροι; Αυτή η παραγγελία θα ακυρωθεί και μία νέα θα δημιουργηθεί στη θέση της"
"Assign Order Status to State","Εκχώρηση Κατάστασης Παραγγελίας σε καθεστώς"
"Assign Status to State","Εκχώρηση Κατάστασης σε καθεστώς"
"Assignment Information","Πληροφορίες Εκχώρησης "
"At least a payment ID must be set.","Τουλάχιστον το αναγνωριστικό-ID πληρωμής πρέπει να τεθεί."
"Authorization","Έγκριση"
"Authorized amount of %s.","Εγκεκριμένο ποσό των %s."
"Authorizing amount of %s is pending approval on gateway.","Το εγκεκριμένο ποσό των %s εκκρεμεί για έγκριση στη πύλη πληρωμής."
"Back","Πίσω"
"Back to Billing Agreements","Πίσω στις Συμφωνίες Χρέωσης."
"Back to My Orders","Πίσω στις Παραγγελίες μου"
"Back to Recurring Profiles","Πίσω στα Επαναλαμβανόμενα Προφίλ"
"Backordered","Καθυστερημένη Παραγγελία"
"Bestsellers","Δημοφιλέστερα"
"Bill to Name","Χρέωση στο Όνομα"
"Billing","Χρέωση"
"Billing Address","Διεύθυνση Χρέωσης"
"Billing Agreement","Συμφωνία Χρέωσης"
"Billing Agreement # %s","Συμφωνία Χρέωσης # %s"
"Billing Agreement #%s","Συμφωνία Χρέωσης #%s"
"Billing Agreement View","Εμφάνιση Συμφωνία Χρέωσης "
"Billing Agreements","Συμφωνίες Χρέωσης"
"Billing Last Name","Επώνυμο Χρέωσης"
"Billing ZIP Code","Ταχ. Κωδικός Χρέωσης"
"Buy %s for price %s","Αγορά %s για τιμή %s"
"CSV","CSV"
"Cancel","Ακύρωση"
"Cancel credit memo","Ακύρωση πιστωτικού υπομνήματος"
"Cancel invoice","Ακύρωση τιμολογίου"
"Cancel order","Ακύρωση παραγγελίας"
"Canceled","Έχει Ακυρωθεί"
"Canceled order offline.","Ακύρωση παραγγελίας εκτός σύνδεσης."
"Canceled order online.","Ακύρωση παραγγελίας σε σύνδεση."
"Cannot add order history.","Δεν είναι δυνατό να προστεθεί ιστορικό παραγγελίας."
"Cannot create an empty shipment.","Δεν είναι δυνατή η δημιουργία κενής αποστολής παραγγελίας."
"Cannot determine the field name.","Δεν είναι δυνατό να καθοριστεί το όνομα αναγνωριστικού πεδίου."
"Cannot do invoice for order.","Δεν είναι δυνατό να τιμολογηθεί η παραγγελία."
"Cannot do shipment for order.","Δεν είναι δυνατό να αποσταλεί η παραγγελία."
"Cannot get order instance","Αδύνατη η παραλαβή παραδείγματος παραγγελίας"
"Cannot get the order instance.","Αδύνατη η παραλαβή του παραδείγματος παραγγελίας."
"Cannot register an existing credit memo.","Αδύνατη η εγγραφή ενός υπάρχοντος πιστωτικού υπομνήματος."
"Cannot register existing invoice","Αδύνατη η εγγραφή υπάρχοντος τιμολογίου"
"Cannot register existing shipment","Αδύνατη η εγγραφή υπάρχουσας αποστολής παραγγελίας"
"Capture","Σύλληψη"
"Capture Amount","Σύλληψη Ποσού"
"Capture Offline","Σύλληψη Offline"
"Capture Online","Σύλληψη Online"
"Capture invoice","Καταγραφή τιμολογίου"
"Captured amount of %s online.","Καταγραφή ποσού των %s σε σύνδεση."
"Capturing amount of %s is pending approval on gateway.","Καταγραφή ποσού των %s εκκρεμεί για έγκριση στη πύλη πληρωμής."
"Carrier","Μεταφορέας"
"Carrier/Method","Μεταφορέας/Μέθοδος"
"Change status, add comments","Αλλαγή κατάστασης, προσθήκη σχολίων"
"Changing address information will not recalculate shipping, tax or other order amount.","Αλλάζοντας πληροφορίες διεύθυνσης δεν θα υπολογιστούν εκ νέου μεταφορικά, φόρος ή άλλα ποσά παραγγελίας."
"Checkout Totals Sort Order","Σειρά Ταξινόμησης Συνόλου Ολοκλήρωσης Αγορών"
"City","Πόλη"
"Clear Shopping Cart","Άδειασμα Καλαθιού Αγορών"
"Click to change shipping method","Κάντε κλικ για να αλλάξετε τη μέθοδο αποστολής παραγγελίας"
"Close","Κλείσιμο"
"Closed","Έχει Κλείσει"
"Comma-separated.","Διαχωρισμένα με κόμμα"
"Comment","Σχόλιο"
"Comment Text","Κείμενο Σχολίου"
"Comments","Σχόλια"
"Comments History","Ιστορία Σχολίων"
"Company","Εταιρεία"
"Complete","Ολοκληρωμένη"
"Configure","Διαμορφώστε"
"Configure and Add to Order","Διαμόρφωση και Προσθήκη στη Παραγγελία"
"Contents","Περιεχόμενα"
"Continue","Συνέχεια"
"Controls whether customer IP is shown in orders, invoices, shipments, credit memos.","Ελέγχει εάν η IP του πελάτη εμφανίζεται στις παραγγελίες, στα τιμολόγια, στις αποστολές και στα πιστωτικά υπομνήματα."
"Country","Χώρα"
"Coupons","Κουπόνια"
"Create","Δημιουργία"
"Create New Customer","Δημιουργία Νέου Πελάτη"
"Create New Order","Δημιουργία Νέας Παραγγελίας"
"Create New Order Status","Δημιουργία Κατάστασης Νέας Παραγγελίας"
"Create New Order for %s","Δημιουργία Νέας Παραγγελίας για %s"
"Create New Order for %s in %s","Δημιουργία Νέας Παραγγελίας για %s στο %s"
"Create New Order for New Customer","Δημιουργία Νέας Παραγγελίας για Νέο Πελάτη"
"Create New Order for New Customer in %s","Δημιουργία Νέας Παραγγελίας για Νέο Πελάτη στο %s"
"Create New Status","Δημιουργία Νέας Κατάστασης"
"Create Packages","Δημιουργία Πακέτων Συσκευασίας"
"Create Shipment","Δημιουργία Αποστολής Παραγγελίας"
"Create Shipping Label","Δημιουργία Ετικέτας Αποστολής Παραγγελίας"
"Create Shipping Label...","Δημιουργία Ετικέτας Αποστολής Παραγγελίας..."
"Create new credit memo for order","Δημιουργία νέου πιστωτικού υπομνήματος για παραγγελία"
"Create new invoice for order","Δημιουργία νέου τιμολογίου για παραγγελία"
"Create new shipment for order","Δημιουργία νέας αποστολής για παραγγελία"
"Create...","Δημιουργία..."
"Created At","Δημιουργήθηκε την"
"Created billing agreement #%s.","Δημιουργήθηκε συμφωνία χρέωσης #%s."
"Created:","Δημιουργήθηκε:"
"Credit Memo","Πιστωτικό Υπόμνημα"
"Credit Memo #","Πιστωτικό Υπόμνημα #"
"Credit Memo # ","Πιστωτικό Υπόμνημα # "
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Πιστωτικό Υπόμνημα #%1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Αποστολέας Email Σχολίου Πιστωτικού Υπομνήματος"
"Credit Memo Comment Email Template","Πρότυπο(Template) Email Σχολίου Πιστωτικού Υπομνήματος"
"Credit Memo Comment Email Template for Guest","Πρότυπο(Template) Email Σχολίου Πιστωτικού Υπομνήματος για Επισκέπτη"
"Credit Memo Comments","Σχόλια Πιστωτικού Υπομνήματος"
"Credit Memo Email Sender","Αποστολέας Email Πιστωτικού Υπομνήματος"
"Credit Memo Email Template","Πρότυπο(Template) Email Πιστωτικού Υπομνήματος"
"Credit Memo Email Template for Guest","Πρότυπο(Template) Email Πιστωτικού Υπομνήματος για Επισκέπτη"
"Credit Memo Update","Ενημέρωση Πιστωτικού Υπομνήματος"
"Credit Memo Update for Guest","Ενημέρωση Πιστωτικού Υπομνήματος για Επισκέπτη"
"Credit Memos","Πιστωτικά Υπομνήματα"
"Credit memo canceling problem.","Πρόβλημα ακύρωσης πιστωτικού υπομνήματος."
"Credit memo cannot be canceled.","Το πιστωτικό υπόμνημα δεν είναι δυνατό να ακυρωθεί."
"Credit memo has been created automatically","Το πιστωτικό υπόμνημα έχει δημιουργηθεί αυτόματα"
"Custom Price","Προσαρμοσμένη Τιμή"
"Custom Value","Προσαρμοσμένη Τιμή"
"Customer","Πελάτης"
"Customer Can Define Start Date","Ο Πελάτης Μπορεί να Καθορίσει Ημ/νία Έναρξης"
"Customer Email","Email Πελάτη"
"Customer Group","Ομάδα Πελάτη"
"Customer Last Name","Επώνυμο Πελάτη"
"Customer My Account Order Creditmemo View","Εμφάνιση Πιστωτικού Υπομνήματος Παραγγελίας στο Λογαριασμό του Πελάτη"
"Customer My Account Order History","Εμφάνιση Ιστορικού Παραγγελίας στο Λογαριασμό του Πελάτη"
"Customer My Account Order Invoice View","Εμφάνιση Τιμολόγιο Παραγγελίας στο Λογαριασμό του Πελάτη"
"Customer My Account Order Shipment View","Εμφάνιση Αποστολής Παραγγελίας στο Λογαριασμό του Πελάτη"
"Customer My Account Order View","Εμφάνιση Παραγγελίας στο Λογαριασμό του Πελάτη"
"Customer Name","Όνομα Πελάτη"
"Customer\'s Current Activities","Τρέχουσες Δραστηριότητες Πελάτη\ών"
"Customs Value","Τελωνειακή Αξία"
"Date","Ημερομηνία"
"Date Shipped","Ημερομηνία Αποστολής"
"Default Status","Προεπιλεγμένη Κατάσταση"
"Default Template","Προεπιλεγμένο Πρότυπο(Template)"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If you see image distortion in PDF, try to use larger image","Το προεπιλεγμένο λογότυπο, πρέπει να χρησιμοποιηθεί σε έγγραφο PDF και HTML.<br />(jpeg, tiff, png)  Αν δείτε παραμόρφωση εικόνας στο PDF, προσπαθήστε να χρησιμοποιήσετε μεγαλύτερη εικόνα"
"Delete","Διαγραφή"
"Delete Package","Διαγραφή Πακέτου Συσκευασίας"
"Denied the payment online.","Απορρίφθηκε η online πληρωμή."
"Deny Payment","Απόρριψη Πληρωμής"
"Description Message","Μήνυμα Περιγραφής"
"Discount","Έκπτωση"
"Discount (%s)","Έκπτωση (%s)"
"Discount Amount","Ποσό Έκπτωσης"
"Display Order ID in Header","Εμφάνιση αριθμού-ID παραγγελίας στην Επικεφαλίδα"
"Edit","Επεξεργασία"
"Edit Order #%s","Επεξεργασία Παραγγελίας #%s"
"Edit Order %s %s Address","Επεξεργασία Διεύθυνση Παραγγελίας %s %s"
"Edit Order Status","Επεξεργασία Κατάστασης Παραγγελίας"
"Email","Email"
"Email Address","Διεύθυνση Email"
"Email Copy of Credit Memo","Αποστολή Email Αντιγράφου Πιστωτικού Υπομνήματος"
"Email Copy of Invoice","Αποστολή Email Αντιγράφου Τιμολογίου"
"Email Copy of Shipment","Αποστολή Email Αντιγράφου Αποστολής Παραγγελίας"
"Email Order Confirmation","Email Επιβεβαίωσης Παραγγελίας"
"Enable","Ενεργοποίηση"
"Enabled","Ενεργοποιημένο"
"Enter the billing last name and email/ZIP as in the order billing address","Εισαγωγή του επώνυμου χρέωσης και του email/Τ.Κ. όπως είναι στη διεύθυνση χρέωσης της παραγγελίας"
"Entered data is incorrect. Please try again.","Τα δεδομένα που εισήχθηκαν δεν είναι σωστά. Παρακαλούμε προσπαθήστε πάλι."
"Error to Show in Shopping Cart","Σφάλμα στη Προβολή στο Καλάθι Αγορών"
"Excel XML","Αρχείο Excel XML"
"Excl. Tax","Μη Συμπ. Φόρος"
"Expired","Έληξε"
"Explanation","Επεξήγηση "
"Failed to cancel the billing agreement.","Αποτυχία στην ακύρωση της συμφωνίας χρέωσης."
"Failed to create billing agreement for this order.","Αποτυχία στη δημιουργία συμφωνίας χρέωσης γι'αυτή τη παραγγελία."
"Failed to finish billing agreement wizard.","Αποτυχία να τερματίσει ο οδηγός συμφωνίας χρέωσης. "
"Failed to send the order email.","Αποτυχία στην αποστολή email παραγγελίας."
"Failed to start billing agreement wizard.","Αποτυχία να ξεκινήσει ο οδηγός συμφωνίας χρέωσης. "
"Failed to update the payment.","Αποτυχία στην ενημέρωση της πληρωμής."
"Failed to update the profile.","Αποτυχία στην ενημέρωση του προφίλ."
"Failed to void the payment.","Αποτυχία στην ακύρωση της πληρωμής."
"Fetch","Φέρνω"
"File extension not known or unsupported type in the following shipment: %s","Η επέκταση αρχείου δεν είναι γνωστή ή δεν είναι υποστηρίζεται στην παρακάτω αποστολή: %s"
"Find Order By:","Εύρεση Παραγγελίας Κατά: "
"First Name","Όνομα"
"From","Από"
"From Name","Από Όνομα"
"From:","Από:"
"G.T. (Base)","T.Σ. (Βάση)"
"G.T. (Purchased)","Τ.Σ. (Αγορά)"
"General","Γενικά"
"General Information","Γενικές Πληροφορίες"
"Get Payment Update","Λήψη Ενημέρωσης Πληρωμής"
"Get Update","Λήψη Ενημέρωσης"
"Get shipping methods and rates","Δείτε μεθόδους αποστολής και χρεώσεις"
"Gift Message","Μήνυμα Δώρου"
"Gift Message for This Order","Μήνυμα Δώρου γι'αυτή τη Παραγγελία"
"Gift Message for the Entire Order","Μήνυμα Δώρου για Ολόκληρη τη Παραγγελία"
"Gift Message for this Order","Μήνυμα Δώρου για αυτή τη Παραγγελία"
"Gift Options","Επιλογές Δώρου"
"Girth","Περίμετρος  "
"Go to Home Page","Πίσω Στην Αρχική Σελίδα"
"Grand Total","Τελικό Σύνολο"
"Grand Total to be Charged","Να χρεωθεί το Γενικό Σύνολο"
"Guest","Επισκέπτης"
"Height","Ύψος"
"Hide Customer IP","Απόκρυψη IP Πελάτη"
"Hold","Σε Αναμονή"
"Hold action is not available.","Η λειτουργία της Αναμονής δεν είναι διαθέσιμη."
"Hold order","Αναμονή παραγγελίας"
"Home","Αρχική Σελίδα"
"ID","ID"
"ID #","ID #"
"If empty, the default description above will be used.","Αν είναι κενό, η παραπάνω προεπιλεγμένη περιγραφή θα χρησιμοποιηθεί."
"If empty, the default error above will be used.","Αν είναι κενό, το παραπάνω προεπιλεγμένο σφάλμα θα χρησιμοποιηθεί."
"If the invoice was created offline, try creating an offline creditmemo.","Αν το τιμολόγιο δημιουργήθηκε εκτός σύνδεσης, προσπαθήστε να δημιουργήσετε πιστωτικό υπόμνημα εκτός σύνδεσης."
"Incl. Tax","Συμπεριλαμβανόμενος Φόρος"
"Information","Πληροφορίες"
"Initial Fee","Αρχική Χρέωση"
"Initial Fees","Αρχικές Χρεώσεις"
"Initial period payment","Αρχική περίοδος πληρωμής"
"Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings.","Ανεπαρκής πληροφορίες για δημιουργία ετικέτας(ών) αποστολής. Παρακαλούμε επαληθεύστε τις Πληροφορίες Καταστήματος και τις Ρυθμίσεις Αποστολής."
"Invalid block: %s.","Άκυρο τμήμα: %s."
"Invalid carrier specified.","Καθορίστηκε μη έγκυρος μεταφορέας. "
"Invalid draw line data. Please define ""lines"" array.","Μη έγκυρα δεδομένα σχεδίασης γραμμής. Παρακαλούμε προσδιορίστε τη διάταξη ""γραμμών"""
"Invalid entity model","Άκυρη οντότητα μοντέλου"
"Invalid item option format.","Άκυρη μορφοποίηση επιλογής είδους."
"Invalid qty to invoice item ""%s""","Άκυρη ποσ. για τιμολόγηση του είδους ""%s"""
"Invalid qty to refund item ""%s""","Άκυρη ποσ. για επιστροφή χρημάτων του είδους ""%s"""
"Invalid qty to ship for item ""%s""","Άκυρη ποσ. για αποστολή του είδους ""%s"""
"Invalid renderer model","Μη έγκυρο παρεχόμενο μοντέλο"
"Invalid request for adding product to quote.","Άκυρη αίτηση για προσθήκη προϊόντος στη προσφορά."
"Invalid value(s) for Qty to Ship","Μη έγκυρη τιμή(ες) Ποσ. για Αποστολή"
"Invoice","Τιμολόγιο"
"Invoice #","Τιμολόγιο #"
"Invoice # ","Τιμολόγιο # "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Τιμολόγιο #%1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Τιμολόγιο #%s"
"Invoice Comment Email Sender","Αποστολέας Email Σχολίου Τιμολογίου"
"Invoice Comment Email Template","Πρότυπο Email Σχολίου Τιμολογίου"
"Invoice Comment Email Template for Guest","Πρότυπο Email Σχολίου Τιμολογίου για Επισκέπτη"
"Invoice Comments","Σχόλια Τιμολογίου"
"Invoice Date","Ημερομηνία Τιμολογίου"
"Invoice Email Sender","Αποστολέας Email Τιμολογίου"
"Invoice Email Template","Πρότυπο(Template) Email Τιμολογίου"
"Invoice Email Template for Guest","Πρότυπο(Template) Email Τιμολογίου για Επισκέπτη"
"Invoice Update","Ενημέρωση Τιμολογίου"
"Invoice Update for Guest","Ενημέρωση Τιμολογίου για Επισκέπτη"
"Invoice and Packing Slip Design","Σχεδίαση Τιμολογίου και Συσκευασίας (έντυπου)"
"Invoice and Ship","Τιμολόγηση και Αποστολή"
"Invoice canceling problem.","Πρόβλημα ακύρωσης Τιμολογίου."
"Invoice cannot be canceled.","Το τιμολόγιο δεν μπορεί να ακυρωθεί."
"Invoice cannot be captured.","Το τιμολόγιο δεν μπορεί να καταγραφεί."
"Invoice cannot be voided.","Το τιμολόγιο δεν μπορεί να αποφευχθεί. "
"Invoice capturing problem.","Πρόβλημα καταγραφής τιμολογίου."
"Invoice void problem","Πρόβλημα αποφυγής τιμολογίου"
"Invoice will be created without communication with payment gateway.","Το τιμολόγιο θα δημιουργηθεί χωρίς σύνδεση επικοινωνίας με την πύλη πληρωμής."
"Invoiced","Τιμολογημένο"
"Invoiced:",""
"Invoices","Τιμολόγια"
"Is Closed","Είναι Κλειστό"
"Item","Είδος"
"Item Status","Κατάσταση Προϊόντος"
"Item object is not specified.","Το είδος του αντικειμένου δεν έχει καθοριστεί."
"Item options declaration error.","Λάθος δηλωμένων επιλογών είδους."
"Item ordered qty","Ποσ.  παραγγελθέντος είδους "
"Item qty declaration error.","Λάθος ποσ. δηλωμένου είδους."
"Items","Είδη"
"Items Invoiced","Τιμολογημένα Είδη"
"Items Ordered","Παραγγελθέντα Είδη"
"Items Refunded","Είδη στα οποία έγινε επιστροφή χρημάτων"
"Items Shipped","Απεσταλμένα Είδη"
"Items in the Package","Είδη στη Συσκευασία"
"Items maximum quantity or price do not allow checkout.","Η μέγιστη ποσότητα ή οι τιμές των ειδών δεν επιτρέπουν την ολοκλήρωση των αγορών."
"Items options declaration error.","Λάθος δηλωμένων επιλογών ειδών."
"Items to Refund","Είδη στα οποία πρέπει να γίνει επιστροφή χρημάτων"
"Items to Ship","Είδη προς Αποστολή"
"Key","Κλειδί"
"Last Name","Επίθετο"
"Last Ordered Items","Τελευταία Παραγγελμένα Είδη"
"Last status can\'t be unassigned from state.","Τελευταία κατάσταση δεν μπορεί να ανεκχωρηθεί από τη δήλωση."
"Length","Μήκος"
"Link to the New Order","Σύνδεση με τη Νέα Παραγγελία"
"Link to the Previous Order","Σύνδεση με τη Προηγούμενη Παραγγελία"
"Logo for HTML Print View","Προεπισκόπιση Εκτύπωσης Λογότυπου για HTML"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Λογότυπο για έγγραφα HTML μόνο. Αν είναι κενό, προεπιλεγμένο θα χρησιμοποιηθεί.<br />(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Λογότυπο για εκτυπώσεις PDF (200x50)"
"Make Check payable to:","Το Τσεκ-η Επιταγή να πληρωθεί στο(η):"
"Manage","Διαχείριση"
"Maximum amount available to refund is %s","Το μέγιστο ποσό διαθέσιμο για επιστροφή είναι %s"
"Maximum shipping amount allowed to refund is: %s","Το μέγιστο ποσό μεταφορικών που επιτρέπεται για επιστροφή είναι: %s"
"Message","Μήνυμα"
"Message:","Μήνυμα:"
"Minimum Amount","Ελάχιστο Ποσό"
"Minimum Order Amount","Ελάχιστο Ποσό Παραγγελίας"
"Mixed","Μοικτά"
"Most Viewed","Περισσότερες Εμφανίσεις"
"Most Viewed Products Report","Αναφορά Προϊόντων με τις Περισσότερες Εμφανίσεις"
"Move to Shopping Cart","Μετακίνηση στο Καλάθι Αγορών"
"Move to Wishlist","Μετακίνηση στα Επιθυμητά"
"Multi-address Description Message","Μήνυμα Περιγραφής Πολλαπλών διευθύνσεων"
"Multi-address Error to Show in Shopping Cart","Λάθος Εμφάνισης Πολλαπλών διευθύνσεων στο Καλάθι Αγορών"
"My Orders","Οι Παραγγελιες μου"
"My Orders - Details","Οι Παραγγελίες - Λεπτομέρειες μου"
"N/A","Μη Διαθέσιμο"
"Name","Όνομα"
"New","Νέο"
"New Billing Agreement","Νέα Συμφωνία Χρέωσης"
"New Credit Memo","Νεό Πιστωτικό Υπόμνημα"
"New Credit Memo for Guest","Νεό Πιστωτικό Υπόμνημα για Επισκέπτη"
"New Credit Memo for Invoice #%s","Νέο Πιστωτικό Υπόμνημα για τιμολόγιο #%s"
"New Credit Memo for Order #%s","Νέο Πιστωτικό Υπόμνημα για Παραγγελία #%s"
"New Invoice","Νέο Τιμολόγιο"
"New Invoice and Shipment for Order #%s","Νέο Τιμολόγιο και Αποστολή για Παραγγελία #%s"
"New Invoice for Guest","Νέο Τιμολόγιο για Επισκέπτη"
"New Invoice for Order #%s","Νέο Τιμολόγιο για Παραγγελία #%s"
"New Order","Νέα Παραγγελία"
"New Order Confirmation Email Sender","Αποστολέας Email Επιβεβαίωσης Νέας Παραγγελίας"
"New Order Confirmation Template","Πρότυπο(Template) Email Επιβεβαίωσης Νέας Παραγγελίας"
"New Order Confirmation Template for Guest","Πρότυπο(Template) Email Επιβεβαίωσης Νέας Παραγγελίας για Επισκέπτη"
"New Order RSS","RSS Νέας Παραγγελίας"
"New Order Status","Κατάσταση Νέας Παραγγελίας"
"New Order for Guest","Νέα Παραγγελία για Επισκέπτη"
"New Shipment","Νέα Αποστολή Παραγγελίας"
"New Shipment for Guest","Νέα Αποστολή Παραγγελίας για Επισκέπτη"
"New Shipment for Order #%s","Νέο Αποστολή για Παραγγελία #%s"
"Newsletter Subscription","Εγγραφή στο Δελτίο Νέων "
"No","Όχι"
"No Items","Δεν υπάρχουν Είδη"
"No Items To Refund","Δεν υπάρχουν Είδη για Επιστροφή Χρημάτων"
"No Payment Methods","Δεν υπάρχουν Μέθοδοι Πληρωμής"
"No detail for number ""%s""","Καμία λεπτομέρεια για αριθμό ""%s"""
"No information available.","Δεν υπάρχουν διαθέσιμες πληροφορίες."
"No items","Δεν υπάρχουν είδη"
"No order(s) were put on hold.","Δεν τέθηκαν παραγγελία(ες) σε αναμονή."
"No order(s) were released from holding status."," Δεν ελευθερώθηκαν παραγγελία(ες)  από την κατάσταση αναμονής."
"No ordered items","Δεν υπάρχουν παραγγελθέντα είδη"
"No shipping information available","Δεν υπάρχουν διαθέσιμες πληροφορίες αποστολής"
"Nominal Items","Ονομαστικά Είδη"
