"Delete Template","Διαγραφή Προτύπου"
"Delete User","Διαγραφή Χρήστη"
"Delete Website","Διαγραφή Ιστότοπου"
"Description","Περιγραφή"
"Design","Design"
"Design Section",""
"Details","Λεπτομέρειες"
"Developer Section",""
"Direction:","Κατεύθυνση:"
"Disable","Απενεργοποίηση"
"Disabled","Απενεργοποιημένο"
"Display %s first","Εμφάνιση %s πρώτα"
"Display default currency","Εμφάνιση προκαθορισμένου νομίσματος"
"Distributed under GNU LGPL. See %s for details.","Διανέμεται σύμφωνα με GNU LGPL. Δείτε %s για λεπτομέρειες."
"Do you really want to KILL parallel process and start new indexing process?",""
"Do you really want to proceed?",""
"Download","Download"
"Downloads","Λήψεις"
"Drag to move","Σύρετε για μετακίνηση"
"Drop-down","Μπάρα Κύλισης"
"Edit","Επεξεργασία"
"Edit Design Change","Επεξεργασία Αλλαγής στο Design"
"Edit Email Template","Επεξεργασία Email Προτύπου"
"Edit Order",""
"Edit Poll","Επεξεργασία Δημοψηφίσματος"
"Edit Queue","Επεξεργασία Ουράς"
"Edit Review",""
"Edit Role","Επεξεργασία Ρόλου"
"Edit Store View","Επεξεργασία Όψης Καταστήματος"
"Edit System Template","Επεξεργασία Προτύπου Συστήματος"
"Edit Template","Επεξεργασία Προτύπου(Template)"
"Edit URL Rewrite",""
"Edit User","Επεξεργασία Χρήστη"
"Edit User '%s'","Επεξεργασία Χρήστη '%s'"
"Edit Website","Επεξεργασία Ιστότοπου"
"Email","Email"
"Email Address:","Διεύθυνση Email:"
"Email to a Friend","Email προς ένα Φίλο"
"Email:","Email:"
"Enable","Ενεργοποίηση"
"Enabled","Ενεργοποιημένο"
"Enclose Values In:","Περιορισμός Τιμών Σε:"
"Entity Attributes",""
"Entity Type","Τύπος Οντότητας"
"Entity type:","Τύπος οντότητας:"
"Error",""
"Excel XML","Αρχείο Excel XML"
"Excl. Tax","Μη Συμπ. Φόρος"
"Exclude media folder from backup",""
"Export","Εξαγωγή"
"Export CSV","Εξαγωγή CSV"
"Export Filters","Εξαγωγή Φίλτρων"
"Export to:","Εξαγωγή σε:"
"Export:","Εξαγωγή:"
"FTP Host",""
"FTP Host[:Port]","Εξυπηρέτης FTP[:Θύρα]"
"FTP Login",""
"FTP Password",""
"FTP credentials",""
"Failed","Απέτυχε"
"Failed to add a product to cart by id ""%s"".",""
"Failed to cancel the billing agreement.","Αποτυχία στην ακύρωση της συμφωνίας χρέωσης."
"Failed to clear the JavaScript/CSS cache.",""
"Failed to delete the billing agreement.",""
"Failed to update the profile.","Αποτυχία στην ενημέρωση του προφίλ."
"Field",""
"Field Mapping","Χαρτογράφηση Πεδίων"
"File","Αρχείο"
"File Information","Πληροφορίες Αρχείου"
"File System","Σύστημα Αρχείων"
"File mode",""
"File name:","Όνομα αρχείου:"
"File size should be more than 0 bytes","Το μέγεθος του αρχείου θα πρέπει να είναι μεγαλύτερο των 0 bytes"
"Finished profile execution.","Ολοκληρώθηκε η εκτέλεση του προφίλ."
"First Invoice Created Date",""
"First Name","Όνομα"
"First Name is required field.",""
"First Name:","Όνομα:"
"Fixed","Σταθερό"
"Flush Catalog Images Cache",""
"Flush JavaScript/CSS Cache",""
"Flush Swatch Images Cache",""
"For category",""
"For latest version visit: %s","Για προηγούμενη έκδοση επισκεφθείτε: %s"
"For product",""
"Forgot Admin Password",""
"Forgot your password?","Ξεχάσατε τον κωδικό σας;"
"Forgot your user name or password?","Ξεχάσατε το όνομα χρήστη ή τον κωδικό σας;"
"From","Από"
"GLOBAL",""
"Gb","Gb"
"General Information","Γενικές Πληροφορίες"
"General Section",""
"Get Image Base64","Επιστροφή Εικόνας κατά Base64"
"Get help for this page","Βοήθεια για αυτή τη σελίδα"
"Give the verifier code to application administrator","Δώστε τον κωδικό ελεγκτή στον διαχειριστή της εφαρμογής"
"Global Attribute","Καθολικό Χαρακτηριστικό"
"Global Record Search","Καθολική Αναζήτηση Εγγραφών"
"Global Search",""
"Go Today","Πηγαίνετε Σήμερα"
"Go to messages inbox",""
"Go to notifications",""
"Google Base","Βάση Google"
"Google Sitemaps",""
"Grand Total","Τελικό Σύνολο"
"Grid (default) / List","Πλέγμα (προεπιλογή) / Λίστα"
"Grid Only",""
"Group:","Ομάδα:"
"Guest","Επισκέπτης"
"HTTP (unsecure)","HTTP (επισφαλές)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Βοηθείστε μας να κρατήσουμε το Magento Υγιή - Αναφέρετε Όλα τα Bugs"
"Helper attributes should not be used in custom layout updates.",""
"Helper for options rendering doesn't implement required interface.",""
"Home","Αρχική"
"ID","ID"
"ID Path","Διαδρομή ID"
"IP Address","Διεύθυνση IP"
"IPN (Instant Payment Notification) Only",""
"Id",""
"If there is an account associated with %s you will receive an email with a link to reset your password.",""
"If this message persists, please contact the store owner.",""
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","Εάν δεν προσδιορίσετε μία εναλλακτική αξία για συγκεκριμένη όψη καταστήματος, τότε η προκαθορισμένη (Διαχειριστή) αξία θα χρησιμοποιηθεί."
"Images (.gif, .jpg, .png)","Εικόνες (.gif, .jpg, .png)"
"Images Cache",""
"Import","Εισαγωγή"
"Import Service","Εισαγωγή Υπηρεσίας"
"Import and Export",""
"Import and Export Tax Rates",""
"Import/Export","Εισαγωγή/Εξαγωγή"
"Import/Export Advanced","Εισαγωγή/Εξαγωγή Για Προχωρημένους"
"Import/Export Profile","Εισαγωγή/Εξαγωγή Προφίλ"
"Important: ",""
"Imported <strong>%s</strong> records","Εισαγωγή <strong>%s</strong> εγγραφών"
"In","Σε"
"In Database:","Στη Βάση Δεδομένων:"
"In File:","Στο Αρχείο:"
"Inactive","Ανενεργό"
"Incl. Tax","Συμπεριλαμβανόμενος Φόρος"
"Incoming Message",""
"Insert Variable...",""
"Interactive","Διαδραστικό"
"Interface Locale: %s","Γλώσσα Διασύνδεσης: %s"
"Invalid Form Key. Please refresh the page.",""
"Invalid Import Service Specified","Καθορισμός Άκυρης Υπηρεσίας Εισαγωγής"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).",""
"Invalid Secret Key. Please refresh the page.",""
"Invalid User Name or Password.",""
"Invalid directory: %s","Άκυρος φάκελος: %s"
"Invalid email address ""%s"".","Μη έγκυρη διεύθυνση email ""%s""."
"Invalid email address.","Μη έγκυρη διεύθυνση email."
"Invalid file: %s","Άκυρο Αρχείο: %s"
"Invalid input data for %s => %s rate","Άκυρα δεδομένα εισαγωγής για %s => %s συντελεστής"
"Invalid parent block for this block",""
"Invalid parent block for this block.",""
"Invalid password reset token.","Μη έγκυρο διακριτικό επαναφοράς κωδικού πρόσβασης."
"Invalid sender name ""%s"". Please use only visible characters and spaces.",""
"Invalid timezone",""
"Invalidated",""
"Inventory Stock Status",""
"Invoice #%s comment added","Τιμολόγιο #%s προστέθηκε σχόλιο"
"Invoice #%s created","Τιμολόγιο #%s δημιουργήθηκε"
"Invoice History","Ιστορικό Τιμολογίων"
"Invoice Totals","Σύνολα Τιμολογίων"
"Invoice canceling error.",""
"Invoice capturing error.",""
"Invoice voiding error.",""
"Invoices","Τιμολόγια"
"Is Closed","Είναι Κλειστό"
"Is Default","Είναι Προκαθορισμένο"
"Issue Number","Αριθμός Έκδοσης (κάρτας)"
"Items","Είδη"
"JavaScript seems to be disabled in your browser.","Το JavaScript φαίνεται να είναι απενεργοποιημένο στον περιηγητή σας."
"JavaScript/CSS",""
"JavaScript/CSS Cache",""
"Kb","Kb"
"Last 24 Hours",""
"Last 5 Orders","Τελευταίες 5 Παραγγελίες"
"Last 5 Search Terms","Τελευταίοι 5 Όροι Αναζήτησης"
"Last 7 Days",""
"Last Credit Memo Created Date",""
"Last Invoice Created Date",""
"Last Logged In (%s):",""
"Last Logged In:","Τελευταία σύνδεση στο σύστημα:"
"Last Name","Επίθετο"
"Last Name is required field.",""
"Last Name:","Επίθετο:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.",""
"Latest Message:",""
"Layered Navigation Indices",""
"Layered Navigation Indices were refreshed.",""
"Leave empty to use tax identifier",""
"Lifetime Sales","Πωλήσεις από αρχή λειτουργίας"
"Lifetime statistics have been updated.",""
"Links",""
"Links with associated products will retain only after saving current product.",""
"List (default) / Grid","Λίστα (προεπιλογή) / Πλέγμα"
"List Only",""
"Load Template","Φόρτωση Προτύπου(Template)"
"Load default template","Φόρτωση προεπιλεγμένου προτύπου(template)"
"Loading...","Φόρτωση..."
"Local Server","Τοπικός Εξυπηρέτης"
"Local/Remote Server","Τοπικός/Απομακρυσμένος Εξυπηρέτης"
"Locale","Τοποθεσία"
"Log In","Σύνδεση"
"Log Out","Αποσύνδεση"
"Log in to Admin Panel","Σύνδεση στο Σύστημα Διαχείρισης"
"Log in to use <strong>%s</strong>","Συνδεθείτε για να χρησιμοποιήσετε <strong>%s</strong>"
"Log into Magento Admin Page","Σύνδεση στη Σελίδα Διαχείρισης του Magento"
"Logged in as %s","Συνδεδεμένος ως %s"
"Login","Σύνδεση"
"Low Stock","Χαμηλό Απόθεμα"
"MAJOR",""
"MINOR",""
"MS Excel XML","MS Excel XML"
"Magento Admin","Διαχείριση Magento"
"Magento Commerce - Administrative Panel","Magento Commerce - Σύστημα Διαχείρισης"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Διαχειριστής Magento Connect"
"Magento Logo","Λογότυπο Magento"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento root directory",""
"Magento ver. %s","Magento Έκδ. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.",""
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).",""
"Manage Attribute Sets","Διαχείριση Συνόλου Χαρακτηριστικών"
"Manage Attributes","Διαχείριση Χαρακτηριστικών"
"Manage Categories","Διαχείριση Κατηγοριών"
"Manage Content",""
"Manage Currency Rates","Διαχείριση Ισοτιμίας Νομισμάτων"
"Manage Customers","Διαχείριση Πελατών"
"Manage Options (values of your attribute)","Διαχείριση Επιλογών (τιμές των χαρακτηριστικών σας)"
"Manage Ratings","Διαχείριση Βαθμολογήσεων"
"Manage Stores","Διαχείριση Καταστημάτων"
"Manage Tax Rules","Διαχείριση Φορολογικών Κανόνων"
"Manage Tax Zones and Rates",""
"Manage Titles (Size, Color, etc.)","Διαχείριση Τίτλων (Μέγεθος, Χρώμα, κλπ.)"
"Manual",""
"Matched Expression",""
"Maximum sender name length is 255. Please correct your settings.",""
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Media storages synchronization has completed!",""
"Messages Inbox","Εισερχόμενα Μηνύματα"
"Month","Μήνα"
"Most Viewed","Περισσότερες Εμφανίσεις"
"Most Viewed Products","Προϊόντα με τις Περισσότερες Εμφανίσεις"
"Multiple Select","Πολλαπλή Επιλογή"
"My Account","Ο Λογαριασμός μου"
"My Applications","Οι Εφαρμογές μου"
"N/A","Μη Διαθέσιμο"
"NOTICE",""
"Name","Όνομα"
"Name:","Όνομα:"
"Never (production)",""
"New ",""
"New API Key",""
"New Accounts","Νέοι Λογαριασμοί"
"New Attribute",""
"New Block","Νέο Τμήμα"
"New Category",""
"New Class","Νέα Κλάση"
"New Condition","Νέα Προϋπόθεση"
"New Custom Variable",""
"New Customer","Νέος Πελάτης"
"New Customers","Νέοι Πελάτες"
"New Design Change","Νέα Αλλαγή Design"
"New Email Template","Νέο Email Πρότυπο"
"New Group","Νέα Ομάδα"
"New Invoice","Νέο Τιμολόγιο"
"New Item Type","Νέος Τύπος Είδους"
"New Memo",""
"New Memo for #%s",""
"New Page","Νέα Σελίδα"
"New Password","Νέος Κωδικός"
"New Poll","Νέα Δημοσκόπηση"
"New Profile","Νέο Προφίλ"
"New Rate",""
"New Rating","Νέα Βαθμολογία"
"New Review","Νέα Αξιολόγηση"
"New Role",""
"New Rule","Νέος Κανόνας"
"New Search","Νέα Αναζήτηση"
"New Set",""
"New Shipment","Νέα Αποστολή Παραγγελίας"
"New Sitemap","Νέος Χάρτης Ιστότοπου"
"New Store View","Νέα Όψη Καταστήματος"
"New System Template","Νέο Πρότυπο Συστήματος"
"New Tag","Νέα Ετικέτα"
"New Template","Νέο Πρότυπο(Template)"
"New User","Νέος Χρήστης"
"New Variable",""
"New Website","Νέος Ιστότοπος"
"New password field cannot be empty.","Το πεδίο του νέου κωδικού δεν μπορεί να είναι κενό."
"Newsletter","Δελτιο Νεων"
"Newsletter Problems","Προβλήματα Δελτίου Νέων"
"Newsletter Queue","Ουρά Δελτίου Νέων"
"Newsletter Subscribers","Ε γγεγραμμένοι Δελτίου Νέων"
"Newsletter Templates","Πρότυπα(Templates) Δελτίου Νέων"
"Next month (hold for menu)","Επόμενος μήνας (κρατήστε για μενού)"
"Next year (hold for menu)","Επόμενο έτος (κρατήστε για λίστα) "
"No","Όχι"
"No (price without tax)","Όχι (τιμή χωρίς φόρο)"
"No Data Found","Δε βρέθηκαν δεδομένα"
"No Templates Found","Δε βρέθηκαν Πρότυπα(Templates)"
"No change",""
"No customer id defined.",""
"No information available.","Δεν υπάρχουν διαθέσιμες πληροφορίες."
"No profile loaded...","Δεν έχει φορτωθεί προφίλ..."
"No records found for this period.","Δε βρέθηκαν εγγραφές για αυτή τη περίοδο."
"No records found.","Δε βρέθηκαν εγγραφές."
"No report code specified.",""
"No search keywords.","Δεν υπάρχουν λέξεις-κλειδιά για την αναζήτηση."
"No search modules were registered",""
"No wishlist item id defined.",""
"None","Κανένα"
"Note:",""
"Notes","Σημειώσεις"
"Notifications","Ειδοποιήσεις"
"Number of Orders","Αριθμός Παραγγελιών"
"Number of Uses","Αριθμός Χρήσεων"
"Number of Views","Αριθμός Εμφανίσεων"
"Number of records:",""
"OAuth Consumers","OAuth Καταναλωτές"
"OAuth authorization for admin","OAuth εξουσιοδότηση για διαχειριστή"
"OAuth authorization simple for admin","OAuth εξουσιοδότηση απλά για διαχειριστή"
"OK","Εντάξει"
"Old rate:","Παλιός φορολογικός συντελεστής:"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below",""
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below",""
